Data;Nr.;Intrebare;Varianta;Raspuns
"04 Nov 2011  12:20:00";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Unde hotaraste pacientul";
"04 Nov 2011  12:20:00";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";"Alt raspuns";"Depinde de caz. Medicul stie cazul, dar nu intotdeauna ce simte pacientul cu adevarat. Pacientul in faza terminala nu intotdeauna este constient sau are puterea de decizie. Familia vrea ce e mai bine pentru pacient si pentru membrii ei.  Deci nu cred ca trebuie sa fie o regula."
"04 Nov 2011  12:20:00";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"Pana in ultimul moment, trebuie incercat orice."
"04 Nov 2011  12:20:00";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";Da;"Tine de demnitatea pacientului."
"04 Nov 2011  12:20:00";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";"Alt raspuns";"Idem intrebarea 26."
"04 Nov 2011  12:20:00";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";"Alt raspuns";"Idem intrebarea 26."
"04 Nov 2011  12:20:00";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";"Nu stiu";
"04 Nov 2011  12:20:00";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;Motivatia
"04 Nov 2011  12:20:00";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";"Nu stiu";"Pentru unii doctori este o povara psihologica pentru ca pun la suflet fiecare caz, pentru altii, dimpotriva, considera o corvoada, din pacate (le lipseste latura umana)."
"04 Nov 2011  12:20:00";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As recomanda paliatia";
"04 Nov 2011  12:20:00";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"Sunt foarte importante si cred ca trebuie abordate din toate punctele de vedere, nu doar statistic, ci si psihologic (atat din punctul de vedere al pacientului, cat si al doctorului), social, spiritual, medical (tratamente medicale/paliative), asteptarile pacientilor si medicilor. Trebuie abordata demnitatea pacientilor. Este foarte important in astfel de studiu, in speranta ca se va face ceva pentru cresterea sperantei acestor pacienti si, de ce nu, dezvoltarea retelelor medicale care se preocupa de bolnavii in faza terminala."
"04 Nov 2011  12:20:00";36;Varsta;"35-45 ani";
"04 Nov 2011  12:20:00";37;Genul;F;
"04 Nov 2011  12:20:00";38;"Care este localitatea dvs. de resedinta si practica medicala?";;"Iasi, medic de sanatate publica"
"04 Nov 2011  12:20:00";39;"Care este apartenenta dvs. religioasa?";;ortodoxa
"04 Nov 2011  12:20:00";40;"Care este specialitatea dvs.?";;"sanatate publica"
"04 Nov 2011  12:20:00";41;"Ce cursuri postuniversitare ati absolvit?";;"de management sanitar, educatie medicala continua"
"04 Nov 2011  12:20:00";42;"Ce supraspecializari/competente aveti?";;"doctorat in epidemiologie"
"04 Nov 2011  12:20:00";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"04 Nov 2011  12:21:58";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In majoritatea cazurilor";
"04 Nov 2011  12:21:58";2;"Cui ati comunica un astfel de diagnostic?";Pacientului;
"04 Nov 2011  12:21:58";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Rareori;
"04 Nov 2011  12:21:58";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"Dreptul de decide asupra tratamentelor, ingrijirilor, informarea corecta de catre personalul medical si informarea si acceptarea manoperelor si investigatiilor propuse."
"04 Nov 2011  12:21:58";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"diferit in functie de nivelul cultural, intelectual."
"04 Nov 2011  12:21:58";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;"diferit in functie de nuivelul cultural, intelectual sau/si etnie sau religie"
"04 Nov 2011  12:21:58";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"de obicei bine"
"04 Nov 2011  12:21:58";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Da;"tine de dreptul fundamental al pacientului"
"04 Nov 2011  12:21:58";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratament paliativ pentru controlul simptomelor(durere, dispnee, anxietate, etc.)";
"04 Nov 2011  12:21:58";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"enuntul intrebarii contine raspunsul"
"04 Nov 2011  12:21:58";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Da;"familia si pacientul trebuie avertizati asupra posibilelor complicatii sau evolutii nefavorabile"
"04 Nov 2011  12:21:58";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"dispnee, sete de aer, durere, anxietate, deshidratare, imobilitate"
"04 Nov 2011  12:21:58";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"lipsa de igiena, tratamentul durerii, lipsa atentiei celor care il ingrijesc, nesocotirea dorintelor sale, obiect de studiu"
"04 Nov 2011  12:21:58";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"04 Nov 2011  12:21:58";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Da;
"04 Nov 2011  12:21:58";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"orice actiune care duce la imbunatatirea calitatii vietii pacientului care sufera deb o boala incurabila"
"04 Nov 2011  12:21:58";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"fizioterapeut, psihoterapeut, infirmiera, terapeut al durerii"
"04 Nov 2011  12:21:58";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";Saptamanal;
"04 Nov 2011  12:21:58";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"abandonarea de catre familie, prieteni si uneori de catre personalul medical, lipsa ingrijirilor calificate, imposibilitatea de a comunica adecvat"
"04 Nov 2011  12:21:58";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"neintelegerea simptomelor si nevoilor pacientilor"
"04 Nov 2011  12:21:58";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;nu
"04 Nov 2011  12:21:58";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"da, poate cu conditia sa fie dedicat pentru aceasta si sa existe centre de ingrijire pentru acesti pacienti"
"04 Nov 2011  12:21:58";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"din pacate nu poate, nu exista suficiente centre de ingrijire a unor astfel de bolnavi, personal total insuficient si personal extrem de prost platit"
"04 Nov 2011  12:21:58";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;"extrem de important"
"04 Nov 2011  12:21:58";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"In unitati de ingrijiri paliative";
"04 Nov 2011  12:21:58";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Medicul;
"04 Nov 2011  12:21:58";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;institutional
"04 Nov 2011  12:21:58";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";Da;
"04 Nov 2011  12:21:58";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Medicul;
"04 Nov 2011  12:21:58";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Familia;
"04 Nov 2011  12:21:58";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";Da;
"04 Nov 2011  12:21:58";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"Toate informatiile legate de boala, tratamente si evolutie, complicatii posibile"
"04 Nov 2011  12:21:58";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Da;
"04 Nov 2011  12:21:58";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As prefera sa i se comunice diagnosticul si prognosticul";
"04 Nov 2011  12:21:58";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"studierea comparativa a conditiilor in care sunt pacientii terminali tratati in Romania si in alte tari, consumul de opioizi la pacientii terminali in Roamania"
"04 Nov 2011  12:21:58";36;Varsta;"45-55 ani";
"04 Nov 2011  12:21:58";37;Genul;M;
"04 Nov 2011  12:21:58";38;"Care este localitatea dvs. de resedinta si practica medicala?";;Cluj-Napoca
"04 Nov 2011  12:21:58";39;"Care este apartenenta dvs. religioasa?";;ortodox
"04 Nov 2011  12:21:58";40;"Care este specialitatea dvs.?";;ATI
"04 Nov 2011  12:21:58";41;"Ce cursuri postuniversitare ati absolvit?";;"57 cursuri postuniversitare absolvite"
"04 Nov 2011  12:21:58";42;"Ce supraspecializari/competente aveti?";;"urgente prespitalicesti"
"04 Nov 2011  12:21:58";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"04 Nov 2011  12:23:31";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In majoritatea cazurilor";
"04 Nov 2011  12:23:31";2;"Cui ati comunica un astfel de diagnostic?";Pacientului;
"04 Nov 2011  12:23:31";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Deseori;
"04 Nov 2011  12:23:31";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"Respectabilitate, indiferent de diagnostic, dreptul la tratament corect si complet, dreptul la tratamente paliative"
"04 Nov 2011  12:23:31";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"Initial sunt luati prin surprindere, nu sunt pregatiti; ulterior o parte dintre ei spera intr-o minune salvatoare"
"04 Nov 2011  12:23:31";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;"Nu stiu."
"04 Nov 2011  12:23:31";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"In general sunt depasiti de situatie si considera ca spitalul este singura solutie"
"04 Nov 2011  12:23:31";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Da;"Pacientul are dreptul sa cunoasca toate detaliile legate de starea sa de boala si de prognostic."
"04 Nov 2011  12:23:31";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratament paliativ pentru controlul simptomelor(durere, dispnee, anxietate, etc.)";
"04 Nov 2011  12:23:31";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"Diferenta consta in lipsa sperantei in cel de-al doilea caz "
"04 Nov 2011  12:23:31";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Nu;"Poate, pe apartinatori; consider ca bolnavul nu este niciodata pregatit pentru sfarsitul inevitabil."
"04 Nov 2011  12:23:31";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"greata, varsaturi, constipatie, durere, dispnee"
"04 Nov 2011  12:23:31";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"convingerile spirituale, statutul social, atitudinea anturajului, simptomatologia, atitudinea personalului medical"
"04 Nov 2011  12:23:31";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";"In mica masura";
"04 Nov 2011  12:23:31";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"04 Nov 2011  12:23:31";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"Interventia medicala in scopul atenuarii simptomatologiei fazelor terminale ale bolilor"
"04 Nov 2011  12:23:31";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"Consider ca ar trebui infiintata o noua specialitate medicala."
"04 Nov 2011  12:23:31";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";Niciodata;
"04 Nov 2011  12:23:31";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"Atitudinea anturajului, atitudinea familiei, atitudinea personalului medical, depresia, simptomatologia"
"04 Nov 2011  12:23:31";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"Lipsa tactului si timp insuficient acordat acestui tip de pacient."
"04 Nov 2011  12:23:31";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;"Cred ca faza terminala reprezinta ultima faza a starii terminale (ultimele zile inaintea decesului)"
"04 Nov 2011  12:23:31";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"Nu cred.Nu pot identifica puncte tari, cu exceptia disponibilitatii personale si a unui grad de empatie care nu caracterizeaza, in general, personalul medical. Puncte slabe: lipsa timpului, atentie mai mare acordata pacientilor cu posibilitati terapeutice."
"04 Nov 2011  12:23:31";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"Nu, nu cred. Puncte tari - nu pot identifica. Puncte slabe: absenta unor clinici specializate la care pacientii sa aiba acces, la cerere, absenta unei specializari, sau cel putin a unei competente medicale in ingrijiri paliative."
"04 Nov 2011  12:23:31";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;"Da, esential."
"04 Nov 2011  12:23:31";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Unde hotaraste pacientul";
"04 Nov 2011  12:23:31";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Pacientul;
"04 Nov 2011  12:23:31";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"Ingrijire paliativa"
"04 Nov 2011  12:23:31";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";Da;
"04 Nov 2011  12:23:31";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Pacientul;
"04 Nov 2011  12:23:31";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";"Ministerul Sanatatii prin acte normative";
"04 Nov 2011  12:23:31";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";Da;
"04 Nov 2011  12:23:31";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"Dorinta persoanei referitoare la modul cum va fi tratata in cazul in care ar inteveni, la un moment al vietii, lipsa discernamantului, sau persoana desemnata sa  sa ia astfel de decizii."
"04 Nov 2011  12:23:31";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Da;"Da, in conditiile in care scopul medicinei este de a trata spre vindecare, iar in cazul bolnavilor terminali acest scop este sensibil denaturat, in sensul tratamentului spre o mai usoara trecere in nefiinta."
"04 Nov 2011  12:23:31";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As lasa pacientul sa aleaga";
"04 Nov 2011  12:23:31";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"Sunt necesare."
"04 Nov 2011  12:23:31";36;Varsta;"35-45 ani";
"04 Nov 2011  12:23:31";37;Genul;F;
"04 Nov 2011  12:23:31";38;"Care este localitatea dvs. de resedinta si practica medicala?";;Targoviste
"04 Nov 2011  12:23:31";39;"Care este apartenenta dvs. religioasa?";;"Fara apartenenta religioasa."
"04 Nov 2011  12:23:31";40;"Care este specialitatea dvs.?";;Igiena.
"04 Nov 2011  12:23:31";41;"Ce cursuri postuniversitare ati absolvit?";;Rezidentiat.
"04 Nov 2011  12:23:31";42;"Ce supraspecializari/competente aveti?";;Stomatologie.
"04 Nov 2011  12:23:31";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"04 Nov 2011  12:41:28";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In majoritatea cazurilor";
"04 Nov 2011  12:41:28";2;"Cui ati comunica un astfel de diagnostic?";Pacientului;
"04 Nov 2011  12:41:28";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Uneori;
"04 Nov 2011  12:41:28";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"Daca ai anumite idei in ceea ce priveste aspectele tale fundamentale, daca pretuiesti anumite valori si le respecti indiferent de situatie, vorbim despre demnitate. Fiecare decide pentru sine ce este demn si ce nu, dar o limita exista. Demnitatea inseamna respect: sa te respecti pe tine si pe cei din jurul tau."
"04 Nov 2011  12:41:28";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"Ingrijorare, soc, tristete"
"04 Nov 2011  12:41:28";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;"Ingrijorare, intrebari"
"04 Nov 2011  12:41:28";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"Cele Mai multe se implica"
"04 Nov 2011  12:41:28";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Da;"Trebuie sa fie in cunostinta de cauza cu ce trebuie facut medical si numerical corect."
"04 Nov 2011  12:41:28";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratamentul bolii de baza, eventual doze mari de citostatice si/sau interventie chirurgicala, sperand in prelungirea vietii bolnavului, indiferent de calitatea vietii";
"04 Nov 2011  12:41:28";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"Cunoasterea protocoalelor si a sanselor de imbunataire a supravietuirii permite cunoasterea pacientului in stare terminala. Aces tea trebuie sa beneficieze de support moral si ingrijiri paleative."
"04 Nov 2011  12:41:28";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Da;
"04 Nov 2011  12:41:28";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"Durere
Tulburari de trazit
Tulburari respiratorii
Imposibilitatea de miscare"
"04 Nov 2011  12:41:28";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"Lips a de ajutor a familiei
Lips a de ajutor medical"
"04 Nov 2011  12:41:28";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"04 Nov 2011  12:41:28";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"04 Nov 2011  12:41:28";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"Medicina de sustinere a pacientilor in faza terminala."
"04 Nov 2011  12:41:28";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"Asides te medicale specializate si oncologi medicali cu posibilitati "
"04 Nov 2011  12:41:28";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";"De cateva ori pe an";
"04 Nov 2011  12:41:28";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"Lipsa de sustinere din partea familiei si medicilor."
"04 Nov 2011  12:41:28";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"Lips a de comunicare si implicare in lipsa de timp si de suport medical"
"04 Nov 2011  12:41:28";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;Nu
"04 Nov 2011  12:41:28";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;Da
"04 Nov 2011  12:41:28";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"Nu foarte rar"
"04 Nov 2011  12:41:28";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;Da
"04 Nov 2011  12:41:28";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"In unitati de ingrijiri paliative";
"04 Nov 2011  12:41:28";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Pacientul;
"04 Nov 2011  12:41:28";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"In unitary paleative"
"04 Nov 2011  12:41:28";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";Da;
"04 Nov 2011  12:41:28";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Medicul;
"04 Nov 2011  12:41:28";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Medicul;
"04 Nov 2011  12:41:28";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";"Nu stiu";
"04 Nov 2011  12:41:28";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"Nu stiu"
"04 Nov 2011  12:41:28";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Da;
"04 Nov 2011  12:41:28";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As prefera sa i se comunice diagnosticul si prognosticul";
"04 Nov 2011  12:41:28";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"Nimic. Chestionar prea lung"
"04 Nov 2011  12:41:28";36;Varsta;"55-65 ani";
"04 Nov 2011  12:41:28";37;Genul;M;
"04 Nov 2011  12:41:28";38;"Care este localitatea dvs. de resedinta si practica medicala?";;Iasi
"04 Nov 2011  12:41:28";39;"Care este apartenenta dvs. religioasa?";;Ortodox
"04 Nov 2011  12:41:28";40;"Care este specialitatea dvs.?";;"Obstetrica ginecologie"
"04 Nov 2011  12:41:28";41;"Ce cursuri postuniversitare ati absolvit?";;Multe
"04 Nov 2011  12:41:28";42;"Ce supraspecializari/competente aveti?";;Multe
"04 Nov 2011  12:41:28";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"04 Nov 2011  12:50:18";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In putine cazuri";
"04 Nov 2011  12:50:18";2;"Cui ati comunica un astfel de diagnostic?";"Alt raspuns";"Depinde de la caz la caz. Dac&Auml;É pacientul este stabil (fizic si psihologic) si beneficiaz&Auml;É de aflarea diagnosticului in sensul luarii unei decizii - atunci el are dreptul de-a afla acest lucru. Dac&Auml;É insa comunicarea diagnosticului &Atilde;&reg;i pune in pericol existen&Egrave;õa intr-un fel sau altul sau pacientul nu este competent, astfel &Atilde;&reg;nc&Atilde;&cent;t nu poate beneficia de acest lucru - atunci familiei."
"04 Nov 2011  12:50:18";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Uneori;"Pacientul este competent, adic&Auml;É capabil sa &Atilde;&reg;n&Egrave;õeleag&Auml;É informa&Egrave;õia si sa o re&Egrave;õina suficient &Atilde;&reg;nc&Atilde;&cent;t sa poat&Auml;É lua o decizie? Exista vreun beneficiu din aflarea vestii de c&Auml;Étre pacient? Exista un prejudiciu creat de am&Atilde;&cent;narea aflarii diagnosticului de c&Auml;Étre pacient? Decizia la aceste &Atilde;&reg;ntreb&Auml;Éri nu este una personal&Auml;É, ci se ia dup&Auml;É discu&Egrave;õia cu un coleg (de preferat senior, cu experien&Egrave;õa)."
"04 Nov 2011  12:50:18";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"Dreptul de a lua o decizie asupra felului in care pacientul paraseste existen&Egrave;õa (dac&Auml;É pacientul este competent).
Dreptul de a lua o decizie personal&Auml;É in impartasirea vestii de c&Auml;Étre pacient celor apropia&Egrave;õi.
Dreptul de a fi tratat cu acela&Egrave;ôi respect chiar si dup&Auml;É ce pacientul a decedat.
"
"04 Nov 2011  12:50:18";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"Exista de regula 7 etape: soc, perplexitate, negare, furie, regret, acceptare si dorin&Egrave;õa de moarte. In func&Egrave;õie de maturitatea psiho-emo&Egrave;õional&Auml;É aceste etape sunt mai lungi sau mai scurte."
